"Path","Hash"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Barrier\Meshy_AI_SciFi_Barrier_0909071432_image-to-3d-texture_metallic.png","3B89A81ACB25C1D58266A5BC8297826F79AD31488BFFC6F248D48E5EF97593E9"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Barrier\Meshy_AI_SciFi_Barrier_0909071432_image-to-3d-texture_metallic.png.meta","7223E26CBC1ED8FB145E38E5026166C76423064E3125ADE66330EBBF6F564CEF"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Barrier\Meshy_AI_SciFi_Barrier_0909071432_image-to-3d-texture_normal.png","52A0CD412AED080A6F5FBDCE7A7C6B1CBA6DFC79C8027FFB16C64FB7AD110D07"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Barrier\Meshy_AI_SciFi_Barrier_0909071432_image-to-3d-texture_normal.png.meta","245AC42C4ED2F3673A8F5A0947B2C078E9355B2C7BF74F7270D28DDE0E850E6F"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Barrier\Meshy_AI_SciFi_Barrier_0909071432_image-to-3d-texture_roughness.png","5AC2B0D10735D205CE214DD77A160121E6025129B1BD3B3FEF1E771D379FDC51"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Barrier\Meshy_AI_SciFi_Barrier_0909071432_image-to-3d-texture_roughness.png.meta","DF11ECC9A89399360BBC7E7DE44A20C91069BAA13E017AC3BD1B56C680EEDECC"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Barrier\Meshy_AI_SciFi_Barrier_0909071432_image-to-3d-texture.png","D0F123F6A2FF53C2D2C84C26CC517300661469DC6E98F485E6DCCF36DEB4C241"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Barrier\Meshy_AI_SciFi_Barrier_0909071432_image-to-3d-texture.png.meta","83B40802C7279880E3CCF011E0097F23199CB8EF472CA01C6483FFD40041C835"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Drone\Drone.fbx","62F7098B7EB7FB9CCB97BF4B5D83060FD88F7F7D4B6E3A1F31885D4C969E43EE"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Drone\Drone.fbx.meta","D39702E663430705ED8816F32927E28AEBD2DCE84316DBEADACB213CD84A6308"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Drone\Drone2.fbx","1A41AA5B50BBA3F765D9FB871EC7BE9AA68F1C7816B1FCB1EF0037EDE61DB544"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Drone\Drone2.fbx.meta","3E6CBDF28FCF2760A2CA0CF1199E8C81745ECAA6968AD5C29E7785F69286A6C9"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Drone\Meshy_AI_Drone_Quadcopter_0909093819_image-to-3d-texture_metallic.png","3DE6F4D584949433F6FEA9D91743B537448AC72ABE1A9750CA40CFE4DCD3DC71"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Drone\Meshy_AI_Drone_Quadcopter_0909093819_image-to-3d-texture_metallic.png.meta","4592E59DA164A77D27469516BBD85F73C8A52CFAC48BCA6D382CFC97F7167815"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Drone\Meshy_AI_Drone_Quadcopter_0909093819_image-to-3d-texture_normal.png","6DD47E725DA8DFC4D5B41AED8FD06E75A3A18BDE5C7FAEB2529767D4027E49FF"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Drone\Meshy_AI_Drone_Quadcopter_0909093819_image-to-3d-texture_normal.png.meta","E029D82B9B7055B297F0C17713FB958DE1EE7186F3767AEA88904D8868A57529"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Drone\Meshy_AI_Drone_Quadcopter_0909093819_image-to-3d-texture_roughness.png","830F81C2DD00AF62688C74AE6883E69C22D6E97FD65A133619250BE0E559A2BD"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Drone\Meshy_AI_Drone_Quadcopter_0909093819_image-to-3d-texture_roughness.png.meta","7F0E840E6A28378412565F06DCF8DC299E16641E890BC3C4E1363F0ECFD68DFD"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Drone\Meshy_AI_Drone_Quadcopter_0909093819_image-to-3d-texture.png","0C905A7B6FC2665A3E0FFE889A1A774BE151C2EF3F4F931B9DF09F96D20E1157"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Drone\Meshy_AI_Drone_Quadcopter_0909093819_image-to-3d-texture.png.meta","695435F3094BCFFA117153E6C1BAF7F18818D931B203D34926B286A2EBC0A47D"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ElectricTurret\ElectricTurret.fbx","6BFFB24CA6CC63F2E9CF7E9555AA6682B5B498D45F1F4D313BC6A24B948BD2E2"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ElectricTurret\ElectricTurret.fbx.meta","4156FDEF854E6F5A092EA732346591A45C22F3BF4F6B7DAE9D5130A5C93E454C"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ElectricTurret\Meshy_AI_SciFi_Tower_Base_Coil_0909092456_part-segmentation.fbx","31DA0C7431C770FB4ED0C002678E689B34C73CDDE6E4EE6BA6C7BB024C033C39"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ElectricTurret\Meshy_AI_SciFi_Tower_Base_Coil_0909092456_part-segmentation.fbx.meta","1B12870F6E04A07A2B1CB5617DEDE7B2EFF2CDC6E6B6E3F3B31C1D5A6A835F21"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ElectricTurret\Meshy_AI_SciFi_Tower_Turret_0909092313_image-to-3d-texture_metallic.png","CF59C49DE3874B4AF75148B90E59F93760A2AEC411AA68697BCFB73FB4F97240"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ElectricTurret\Meshy_AI_SciFi_Tower_Turret_0909092313_image-to-3d-texture_metallic.png.meta","5FA111463FAED69DB0D4B950B3F45E27142605AD4144883E994FC8450CED1AA2"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ElectricTurret\Meshy_AI_SciFi_Tower_Turret_0909092313_image-to-3d-texture_normal.png","09E29356459CBF4583F37A003D0CC67C6E3F9B4F3A679F45BD509A8EB6DAD3D9"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ElectricTurret\Meshy_AI_SciFi_Tower_Turret_0909092313_image-to-3d-texture_normal.png.meta","2B94C304FF9F52DC2EF1A3EF91E6B93162074CA5C376547327A68EE1AD05E546"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ElectricTurret\Meshy_AI_SciFi_Tower_Turret_0909092313_image-to-3d-texture_roughness.png","91A28966A92908E65DA4495D4B4DC854F07CFEA0F0701DB75BFF384B8DB9EABE"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ElectricTurret\Meshy_AI_SciFi_Tower_Turret_0909092313_image-to-3d-texture_roughness.png.meta","E8E16461390539A7A52ED3DD1B1EE19A6A932E5FDEAEABB44FB1323C62846C91"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ElectricTurret\Meshy_AI_SciFi_Tower_Turret_0909092313_image-to-3d-texture.png","A0F0C48005818DED2FC0BD60CB915A04DEC76DF7C1437A6892FD5A2F5A7E41D2"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ElectricTurret\Meshy_AI_SciFi_Tower_Turret_0909092313_image-to-3d-texture.png.meta","84D9DD2003E20530F10A5BBA104851970E259AD9A0E01AD0261D87FAFDF0D400"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\GroundTile_01\GroundTile_01.fbx","E742D267BA52704A0985744F86B309A6B09780EE114990909DD074B2FE80FBE1"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\GroundTile_01\GroundTile_01.fbx.meta","9C93AAFE0A772285376CD9D86CA8BB2CBF01DD58B8BBD635C23EE03AB7F2CCAA"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\GroundTile_01\Meshy_AI_Grass_Tile_0909065349_image-to-3d-texture_metallic.png","4633677C9BE92E238DB8718B9A33EB57BC7A785E53407D936F6CAC169D6AB809"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\GroundTile_01\Meshy_AI_Grass_Tile_0909065349_image-to-3d-texture_metallic.png.meta","0CF40CEEC0D9C7A16F85CA026F940EC76AF360F7C9D779A9823B06BABBA4FDFB"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\GroundTile_01\Meshy_AI_Grass_Tile_0909065349_image-to-3d-texture_normal.png","FD63872245B0F5A5742687BBC43F0001904412CA33E1BD7BD37362F5E2165F7A"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\GroundTile_01\Meshy_AI_Grass_Tile_0909065349_image-to-3d-texture_normal.png.meta","D605CF4C98B00E1CC540B187C248E6E8EDB1CE438E1334A25B8273D5E136149B"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\GroundTile_01\Meshy_AI_Grass_Tile_0909065349_image-to-3d-texture_roughness.png","0E407149DE97A80A5A342358880A65EB9ED8F169AB34D13E43D3F7CFDEB63C91"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\GroundTile_01\Meshy_AI_Grass_Tile_0909065349_image-to-3d-texture_roughness.png.meta","501D9D42D9FA60EB03A0C9D78BBE5B4300B23362D08EB2A6D783FD3A23BE8D60"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\GroundTile_01\Meshy_AI_Grass_Tile_0909065349_image-to-3d-texture.png","7486721828B31270B034A78DC590130C3173BC0947D479338B9D514D99C051EA"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\GroundTile_01\Meshy_AI_Grass_Tile_0909065349_image-to-3d-texture.png.meta","CC094B438E60BBEE2982B2C6B1D0EF8ADAD11302C25C553A43B13EF9AD0F5F77"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Landing_Platfor\Landing_Platfor.fbx","EA4DDDAF95A9A735C83ADA3ECBD72531218637734BFF5EF93F4D9D9CBB6275E4"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Landing_Platfor\Landing_Platfor.fbx.meta","F02309EEC88C7132C856905546F96EF68F8E27180840C866951285BDADFDB73B"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Landing_Platfor\Meshy_AI_SciFi_Landing_Platfor_0909094537_image-to-3d-texture_metallic.png","18D0639D247DA2A7E98B90E06DF88B4F390B3C47BA694F3320A0E66951CA5FE1"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Landing_Platfor\Meshy_AI_SciFi_Landing_Platfor_0909094537_image-to-3d-texture_metallic.png.meta","569D0E82D9AB7134A8BF1FD1FB54B035FE8642B47E633798D0C985CF397FB0C2"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Landing_Platfor\Meshy_AI_SciFi_Landing_Platfor_0909094537_image-to-3d-texture_normal.png","A0BD7034E1ACD03881037D62527DCC6BE1AB0822A6455B1A4D5FD770E2F88B1E"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Landing_Platfor\Meshy_AI_SciFi_Landing_Platfor_0909094537_image-to-3d-texture_normal.png.meta","CF6A67C7109C16CFC1C6F9693040DAD11C6BD8DD7DE9CD69D73442573CD7D264"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Landing_Platfor\Meshy_AI_SciFi_Landing_Platfor_0909094537_image-to-3d-texture_roughness.png","00A5642B709E1D2135C8923440EF3AC3D4A4199E3A7E9CFFDD17199B80E50B2D"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Landing_Platfor\Meshy_AI_SciFi_Landing_Platfor_0909094537_image-to-3d-texture_roughness.png.meta","D86D5B009D1C59A758D4CFB41480A4C73D5DF79B59275907E6F68B274430D614"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Landing_Platfor\Meshy_AI_SciFi_Landing_Platfor_0909094537_image-to-3d-texture.png","D57488B3FEE4D6C5D013D6B0C4521F0E16846598575DB44E7AA798AFAA70A199"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\Landing_Platfor\Meshy_AI_SciFi_Landing_Platfor_0909094537_image-to-3d-texture.png.meta","8A06AF33A483A3C8FAE8B128654C4AD7529EF70A5931EC10CF562802DD50ED02"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\MainShelter\MainShelter.fbx","EBAA7FCE7E230149D580E195163C82BE6954095BF5939548E57D3765228F48B4"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\MainShelter\MainShelter.fbx.meta","5DC3B331C03E095613707473699312022546EB54F71C56D67907B64F0E5B8A30"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\MainShelter\Meshy_AI_Sci_fi_Cargo_Containe_0909063735_image-to-3d-texture_metallic.png","2B190A00C9465C8B03ABF1C7EBEA1FD870E03AA926DEFDF225EFDAC5C3051CB7"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\MainShelter\Meshy_AI_Sci_fi_Cargo_Containe_0909063735_image-to-3d-texture_metallic.png.meta","885362BD55C43711D0423D80E2A9D9F00CE647AC71D9113B404601AB8A06EF57"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\MainShelter\Meshy_AI_Sci_fi_Cargo_Containe_0909063735_image-to-3d-texture_normal.png","BBCDCEA12A554D27FCB40E8F8A9FBB6C7F9E735546765ACE16565B4DD43F626F"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\MainShelter\Meshy_AI_Sci_fi_Cargo_Containe_0909063735_image-to-3d-texture_normal.png.meta","921774DEBD68E16798CD919854545EEF38AC2F549C2E6F2E5715E48CCC7F08AB"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\MainShelter\Meshy_AI_Sci_fi_Cargo_Containe_0909063735_image-to-3d-texture_roughness.png","329728D4B1DE45B2F4C60EB31E5BCA98331BCB271DEDE02956470F508F04E5D3"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\MainShelter\Meshy_AI_Sci_fi_Cargo_Containe_0909063735_image-to-3d-texture_roughness.png.meta","50BE86E7FD154818820F3C312D9CC164422593D4D3EA33F8775D16B741DCF1F9"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\MainShelter\Meshy_AI_Sci_fi_Cargo_Containe_0909063735_image-to-3d-texture.png","78A25CFBB2F2E86EE6B598F5336018CF9F264C7754CC3B32C1795A957C24EED8"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\MainShelter\Meshy_AI_Sci_fi_Cargo_Containe_0909063735_image-to-3d-texture.png.meta","A070B5B13179700E43FC0F0E5879F6AEFBC08561D0FD2B63C6FF6EED7F4CCF69"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\pine_tree\Meshy_AI_Low_poly_pine_tree_0909100035_image-to-3d-texture_metallic.png","D19339D68C739CDF14C70F0687C0333774CA6FF59CD5B6EE50757B6A6EC232E2"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\pine_tree\Meshy_AI_Low_poly_pine_tree_0909100035_image-to-3d-texture_metallic.png.meta","7D3CB8F0AD2DA628AFDC13AAEFAFF5CA829EB3EF3098473EA40366E716146335"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\pine_tree\Meshy_AI_Low_poly_pine_tree_0909100035_image-to-3d-texture_normal.png","2117C3DC9F8F2BBAF7F18E630B0A13286A09B237C9F7F4DA065836EAB717DE40"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\pine_tree\Meshy_AI_Low_poly_pine_tree_0909100035_image-to-3d-texture_normal.png.meta","D61699D68F76BC71B97913109AF023F208609CFCC13BE274FC954EC843071747"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\pine_tree\Meshy_AI_Low_poly_pine_tree_0909100035_image-to-3d-texture_roughness.png","385F593946053D36BC57B17A048C28AB47AD1B0C69E61919261081EE5A0E4311"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\pine_tree\Meshy_AI_Low_poly_pine_tree_0909100035_image-to-3d-texture_roughness.png.meta","E04B38FF73FD12549CECE624644F0598246BED29BD57D6B0A1EFC35FE7C27476"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\pine_tree\Meshy_AI_Low_poly_pine_tree_0909100035_image-to-3d-texture.png","A001B3A21AD6530E0DFBB267F325411E248F8DE8FF20C768FEE56521F1E2A61E"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\pine_tree\Meshy_AI_Low_poly_pine_tree_0909100035_image-to-3d-texture.png.meta","4A3DF6B4EAA2DD5163E7F927009BCCBB0BBC0A817DB72A4EB71F4DDE7B2D0C81"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\pine_tree\pine_tree.fbx","6D58C066F2A4E3D4438CCE04C81A6B14C2C9243372E71CD3021ABEF765156104"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\pine_tree\pine_tree.fbx.meta","CF7168EA44D5544E67A38971111EA49E392826AAA90DDE9C679BDE1A009F7471"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\PowerStation\Meshy_AI_SciFi_Industrial_Stru_0909070205_image-to-3d-texture_metallic.png","2D50693C2016C61F8D362EDB6BE570AD8BAA91B1939A42A5DD1029B2D57EDAC5"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\PowerStation\Meshy_AI_SciFi_Industrial_Stru_0909070205_image-to-3d-texture_metallic.png.meta","7B7D815E0D1A2F925F884F28198E9B332B393424CB4140147AED9FE094087389"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\PowerStation\Meshy_AI_SciFi_Industrial_Stru_0909070205_image-to-3d-texture_normal.png","D70470BF340187B0E4C94B3E566FB4A1FFC6118957ED71EC3927B4E4C3777290"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\PowerStation\Meshy_AI_SciFi_Industrial_Stru_0909070205_image-to-3d-texture_normal.png.meta","4A990362FE53D4D2CFBF4CD113A57DE9D1E9846FD338C898873B4A4A41E0DFF2"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\PowerStation\Meshy_AI_SciFi_Industrial_Stru_0909070205_image-to-3d-texture_roughness.png","9FF1A3B4DA65F8EC139912D79BEA538ABE0461654B2ABBD5C2781270E3E39072"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\PowerStation\Meshy_AI_SciFi_Industrial_Stru_0909070205_image-to-3d-texture_roughness.png.meta","061AB3C37B921F6160853005392788D7C68551CFB262E3477D0184459F923181"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\PowerStation\Meshy_AI_SciFi_Industrial_Stru_0909070205_image-to-3d-texture.png","B7A1CE3F49A8F446FFC5BCB0D3E5FF406F5070DB4851953C3DF4FED29631DD60"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\PowerStation\Meshy_AI_SciFi_Industrial_Stru_0909070205_image-to-3d-texture.png.meta","64DEF2E61A6C4BCB8D8F31CA14E7D7EE4ADE2930C02B2FD400B491AADB07EEFA"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\PowerStation\PowerStation.fbx","A070E434F01BABDF4406351BFA15ADC1E89F2A2982DC0CF477B48996D3163B72"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\PowerStation\PowerStation.fbx.meta","F56B725ABB2E8FFBA25A6049983ACB605FC783B360C6FC46C2CF588A597B5471"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ResearchLab\Meshy_AI_Sci_fi_Container_Bunk_0909091142_image-to-3d-texture_metallic.png","2932FC18A27FEC1551D220C3AC834AD217B030AF450788598C4231E2324FFB55"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ResearchLab\Meshy_AI_Sci_fi_Container_Bunk_0909091142_image-to-3d-texture_metallic.png.meta","039D3F140A9467C1A6F81A8EC6C607220A59FFED3491E514E592ED4E773561FA"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ResearchLab\Meshy_AI_Sci_fi_Container_Bunk_0909091142_image-to-3d-texture_normal.png","7DA2F4826B2863BB594FAB232053D3E639ADCBAD988FD60978586A0106270939"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ResearchLab\Meshy_AI_Sci_fi_Container_Bunk_0909091142_image-to-3d-texture_normal.png.meta","E03B81AB031434A04B29F4F10744152E4AA7480B128A42D8C6B21880930F0DC4"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ResearchLab\Meshy_AI_Sci_fi_Container_Bunk_0909091142_image-to-3d-texture_roughness.png","DC05123C4830363B56E537DBEEF57EB266C409F542DB36793ABEA09F4BC6B41B"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ResearchLab\Meshy_AI_Sci_fi_Container_Bunk_0909091142_image-to-3d-texture_roughness.png.meta","65E9455D2570D93CF3F5FE95647D27CBCBB13D8B8E4FB665000EC9883E8D690D"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ResearchLab\Meshy_AI_Sci_fi_Container_Bunk_0909091142_image-to-3d-texture.png","EC611A8A9E9266D74AB9F183CE512368B8BF01E09FFC797C6689B6D75A761405"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ResearchLab\Meshy_AI_Sci_fi_Container_Bunk_0909091142_image-to-3d-texture.png.meta","88C8FF63BB909EDFDDFF0EFBDEFC72D80078A8687FF604EDA0D16A92268161C9"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ResearchLab\ResearchLab.fbx","12D00A26E4B366D6D7E3D42EDA78F6788C75DD24868A7371D9BD2857CB0186D9"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\ResearchLab\ResearchLab.fbx.meta","4E7400F1A92C80F296506D993DFCF611740A992BAB15A0A416F4D3EAF9828A42"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\RockPile_01\RockPile_01.meta","7381F7A8B96E8A7C0DE3D742859668F87AD99A4B3811C737216AB905AF37AECE"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\RockPile_01\RockPile_01\Meshy_AI_Stylized_Ore_Rock_0909063057_image-to-3d-texture_metallic.png","DCB981DE285723D4431F8912051D68B761D01CFCC4ADD6B9635EAFF502775682"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\RockPile_01\RockPile_01\Meshy_AI_Stylized_Ore_Rock_0909063057_image-to-3d-texture_metallic.png.meta","5FBA42CBB6B713F2353DE5EB203FE367BB3391FC50C9AE4DE6829B5BA0A58D75"
"D:\project unity\The Gloom of Blackwood\Assets\GameArt\RockPile_01\RockPile_01\Meshy_AI_Stylized_Ore_Rock_0909063057_image-to-3d-texture_normal.png","4ED3CD27664F95AB0364342B9A893923B8C7A4B08147945F5B198703373E9FA3"
